Plot,Title:,10700599,,,,
1960,7/1/22,22:45,52.554,53.908,53.037,63.072
1961,7/1/22,23:00,52.246,53.645,52.646,64.52
1962,7/1/22,23:15,51.984,53.035,52.693,64.565
1963,7/1/22,23:30,51.895,52.423,52.399,65.377
1964,7/1/22,23:45,52.246,53.384,52.876,64.752
1965,7/2/22,0:00,51.895,52.686,52.641,65.447
1966,7/2/22,0:15,51.984,52.772,52.558,65.597
1967,7/2/22,0:30,51.37,51.589,52.047,66.091
1968,7/2/22,0:45,50.445,50.664,50.603,69.213
1969,7/2/22,1:00,52.203,52.817,52.853,65.499
1970,7/2/22,1:15,51.895,52.246,52.678,65.933
1971,7/2/22,1:30,51.984,52.072,52.839,66.567
1972,7/2/22,1:45,52.115,52.423,52.867,66.285
1973,7/2/22,2:00,51.325,51.809,52.144,67.053
1974,7/2/22,2:15,51.501,51.984,52.21,66.813
1975,7/2/22,2:30,50.664,50.841,51.096,68.904
1976,7/2/22,2:45,51.282,51.544,51.829,68.223
1977,7/2/22,3:00,50.841,51.237,51.719,68.191
1978,7/2/22,3:15,49.383,49.294,50.14,70.425
1979,7/2/22,3:30,50.047,50.445,50.657,70.408
1980,7/2/22,3:45,50.886,51.458,51.415,69.114
1981,7/2/22,4:00,50.002,50.533,51.042,69.857
1982,7/2/22,4:15,49.914,49.87,50.691,70.14
1983,7/2/22,4:30,50.135,50.311,50.686,70.567
1984,7/2/22,4:45,50.268,50.445,50.947,70.12
1985,7/2/22,5:00,50.621,51.017,51.01,70.419
1986,7/2/22,5:15,50.886,51.589,51.251,71.308
1987,7/2/22,5:30,51.325,51.809,51.487,70.018
1988,7/2/22,5:45,54.777,54.561,53.433,66.584
1989,7/2/22,6:00,61.162,59.916,58.575,57.23
1990,7/2/22,6:15,61.72,63.775,59.304,55.064
1991,7/2/22,6:30,61.59,64.074,59.608,54.963
1992,7/2/22,6:45,62.577,65.102,60.665,54.061
1993,7/2/22,7:00,63.005,65.959,61.626,53.269
1994,7/2/22,7:15,62.834,65.959,61.385,54.038
1995,7/2/22,7:30,60.39,61.419,59.059,56.361
1996,7/2/22,7:45,59.616,61.376,58.132,58.112
1997,7/2/22,8:00,58.971,61.032,57.234,59.814
1998,7/2/22,8:15,57.031,59.745,55.506,62.982
1999,7/2/22,8:30,59.272,61.848,57.349,60.049
2000,7/2/22,8:45,66.558,65.359,62.172,51.832
2001,7/2/22,9:00,67.928,65.444,62.364,51.913
2002,7/2/22,9:15,68.056,67.242,62.548,51.669
2003,7/2/22,9:30,64.033,65.701,61.056,54.325
2004,7/2/22,9:45,66.9,68.185,61.785,53.986
2005,7/2/22,10:00,68.313,65.273,62.272,52.198
2006,7/2/22,10:15,62.834,63.39,60.372,54.463
2007,7/2/22,10:30,59.229,62.62,57.805,59.4
2008,7/2/22,10:45,58.195,64.161,57.461,60.542
2009,7/2/22,11:00,59.702,66.472,58.546,59.835
2010,7/2/22,11:15,63.347,67.158,61.689,55.102
2011,7/2/22,11:30,65.145,68.443,62.89,52.966
2012,7/2/22,11:45,65.359,70.201,62.798,53.092
2013,7/2/22,12:00,63.604,73.299,62.402,54.435
2014,7/2/22,12:15,61.248,75.767,60.84,57.533
2015,7/2/22,12:30,62.362,68.742,60.087,58.279
2016,7/2/22,12:45,69.985,73.731,64.112,52.822
2017,7/2/22,13:00,68.828,73.17,64.623,51.302
2018,7/2/22,13:15,67.071,74.206,63.46,53.342
2019,7/2/22,13:30,66.814,74.12,62.735,53.677
2020,7/2/22,13:45,72.739,73.515,64.531,51.536
2021,7/2/22,14:00,72.783,78.645,65.143,49.186
2022,7/2/22,14:15,70.158,73.472,63.291,50.765
2023,7/2/22,14:30,66.173,72.997,61.327,55.288
2024,7/2/22,14:45,66.043,71.661,61.259,54.348
2025,7/2/22,15:00,70.673,74.338,63.127,51.499
2026,7/2/22,15:15,71.92,74.467,64.445,47.739
2027,7/2/22,15:30,68.527,75.637,62.717,48.417
2028,7/2/22,15:45,69.085,75.204,62.924,48.132
2029,7/2/22,16:00,74.856,76.768,65.651,44.962
2030,7/2/22,16:15,79.743,80.978,67.764,41.808
2031,7/2/22,16:30,74.899,79.304,67.127,42.179
2032,7/2/22,16:45,73.818,78.559,64.917,45.408
2033,7/2/22,17:00,74.338,74.727,65.631,44.433
2034,7/2/22,17:15,67.5,70.759,62.629,48.928
2035,7/2/22,17:30,66.13,66.258,61.119,51.002
2036,7/2/22,17:45,69.685,66.558,61.862,49.322
2037,7/2/22,18:00,66.301,65.145,61.245,49.845
2038,7/2/22,18:15,62.962,63.819,58.953,53.585
2039,7/2/22,18:30,64.845,66.943,60.559,51.774
2040,7/2/22,18:45,65.701,62.919,60.825,51.101
2041,7/2/22,19:00,66.429,60.26,61.268,50.367
2042,7/2/22,19:15,66.985,59.056,61.437,49.964
2043,7/2/22,19:30,65.059,59.315,61.592,49.938
2044,7/2/22,19:45,66.258,61.29,62.398,48.954
2045,7/2/22,20:00,63.862,57.979,62.1,49.389
2046,7/2/22,20:15,64.418,58.455,61.81,50.062
2047,7/2/22,20:30,61.119,56.512,59.146,53.57
2048,7/2/22,20:45,61.934,57.807,59.473,53.806
2049,7/2/22,21:00,59.959,58.109,59.212,54.334
2050,7/2/22,21:15,59.229,57.636,58.726,55.322
2051,7/2/22,21:30,58.239,56.599,57.925,56.696
2052,7/2/22,21:45,57.117,56.556,57.409,57.71
2053,7/2/22,22:00,55.299,55.992,56.052,60.351
2054,7/2/22,22:15,54.691,55.819,55.454,61.549
2055,7/2/22,22:30,54.387,54.952,55.339,61.833
2056,7/2/22,22:45,54.082,54.43,54.865,62.092
2057,7/2/22,23:00,54.082,54.516,54.928,62.593
2058,7/2/22,23:15,53.865,54.777,54.943,62.455
2059,7/2/22,23:30,53.951,55.038,54.9,62.751
2060,7/2/22,23:45,54.561,55.038,55.135,62.841
2061,7/3/22,0:00,54.343,54.473,54.725,63.484
2062,7/3/22,0:15,54.909,55.386,55.497,63.186
2063,7/3/22,0:30,54.561,55.776,55.233,63.578
2064,7/3/22,0:45,53.776,54.473,54.774,63.81
2065,7/3/22,1:00,53.078,53.298,54.185,64.227
2066,7/3/22,1:15,53.472,53.166,54.291,64.245
2067,7/3/22,1:30,53.166,52.335,53.904,65.133
2068,7/3/22,1:45,53.994,53.472,54.507,63.763
2069,7/3/22,2:00,53.253,53.515,54.03,63.224
2070,7/3/22,2:15,53.994,54.343,54.711,62.461
2071,7/3/22,2:30,54.343,54.82,55.035,61.805
2072,7/3/22,2:45,54.387,54.604,55.202,61.444
2073,7/3/22,3:00,54.516,54.516,55.159,61.328
2074,7/3/22,3:15,54.43,54.604,55.081,61.462
2075,7/3/22,3:30,53.865,53.994,54.86,61.353
2076,7/3/22,3:45,53.776,53.472,54.547,62.09
2077,7/3/22,4:00,54.169,53.427,54.808,61.74
2078,7/3/22,4:15,54.516,54.126,55.247,61.108
2079,7/3/22,4:30,54.952,55.081,55.661,60.632
2080,7/3/22,4:45,55.299,55.472,55.927,60.14
2081,7/3/22,5:00,55.429,55.69,56.052,59.66
2082,7/3/22,5:15,54.82,54.909,55.173,60.612
2083,7/3/22,5:30,55.819,55.776,55.974,59.413
2084,7/3/22,5:45,57.765,57.807,57.49,56.564
2085,7/3/22,6:00,61.462,62.661,60.438,51.472
2086,7/3/22,6:15,63.775,65.444,62.031,49.2
2087,7/3/22,6:30,65.188,65.829,63.421,46.654
2088,7/3/22,6:45,66.258,67.285,64.227,44.494
2089,7/3/22,7:00,67.714,69.17,65.82,41.866
2090,7/3/22,7:15,67.372,69.427,65.028,42.895
2091,7/3/22,7:30,68.828,70.372,64.623,43.439
2092,7/3/22,7:45,72.653,70.502,66.79,40.473
2093,7/3/22,8:00,68.913,70.673,66.182,40.749
2094,7/3/22,8:15,69.985,72.264,66.254,40.743
2095,7/3/22,8:30,68.356,71.748,65.106,42.216
2096,7/3/22,8:45,69.728,71.533,66.162,40.986
2097,7/3/22,9:00,72.264,71.577,67.156,39.548
2098,7/3/22,9:15,68.142,66.943,64.908,42.252
2099,7/3/22,9:30,69.771,68.698,66.022,41.172
2100,7/3/22,9:45,74.163,72.523,68.889,38.308
2101,7/3/22,10:00,71.404,74.206,67.518,39.409
2102,7/3/22,10:15,69.514,75.074,66.848,40.255
2103,7/3/22,10:30,73.386,81.023,69.665,37.27
2104,7/3/22,10:45,73.126,76.464,71.056,35.244
2105,7/3/22,11:00,74.424,78.733,70.452,36.477
2106,7/3/22,11:15,74.727,79.7,69.544,37.241
2107,7/3/22,11:30,76.464,82.263,70.965,36.367
2108,7/3/22,11:45,76.681,79.92,71.982,35.053
2109,7/3/22,12:00,72.48,76.289,69.478,37.465
2110,7/3/22,12:15,75.074,80.802,70.689,36.622
2111,7/3/22,12:30,72.307,75.942,68.637,38.616
2112,7/3/22,12:45,72.136,76.289,67.773,39.852
2113,7/3/22,13:00,71.834,77.815,67.638,40.258
2114,7/3/22,13:15,76.203,79.128,69.033,39.307
2115,7/3/22,13:30,84.227,86.617,74.323,34.121
2116,7/3/22,13:45,86.346,88.763,75.036,33.352
2117,7/3/22,14:00,82.13,81.73,71.746,36.251
2118,7/3/22,14:15,84.407,85.487,72.765,35.749
2119,7/3/22,14:30,82.665,89.593,73.107,35.463
2120,7/3/22,14:45,86.664,88.947,74.404,34.33
2121,7/3/22,15:00,76.507,77.859,69.222,38.824
2122,7/3/22,15:15,81.597,84.227,72.653,35.753
2123,7/3/22,15:30,80.625,80.845,71.037,37.301
2124,7/3/22,15:45,84.767,82.042,72.952,35.317
2125,7/3/22,16:00,78.514,79.435,70.385,37.711
2126,7/3/22,16:15,78.208,77.945,69.897,38.1
2127,7/3/22,16:30,76.811,76.464,69.174,38.73
2128,7/3/22,16:45,79.261,76.768,69.859,37.691
2129,7/3/22,17:00,83.064,78.91,71.137,36.324
2130,7/3/22,17:15,81.952,79.304,72.19,34.54
2131,7/3/22,17:30,73.645,75.594,69.082,36.468
2132,7/3/22,17:45,82.708,78.165,71.451,34.012
2133,7/3/22,18:00,81.199,81.819,72.918,33.013
2134,7/3/22,18:15,79.041,74.12,71.712,32.891
2135,7/3/22,18:30,75.853,72.739,69.467,35.488
2136,7/3/22,18:45,79.831,72.394,71.51,32.75
2137,7/3/22,19:00,77.203,68.099,71.591,32.172
2138,7/3/22,19:15,77.509,67.199,71.614,30.036
2139,7/3/22,19:30,75.247,66.985,70.443,30.993
2140,7/3/22,19:45,72.912,67.586,69.791,31.035
2141,7/3/22,20:00,74.338,66.043,69.762,30.529
2142,7/3/22,20:15,72.997,65.745,69.825,29.743
2143,7/3/22,20:30,70.759,65.273,67.962,30.283
2144,7/3/22,20:45,70.158,65.615,68.054,29.967
2145,7/3/22,21:00,68.142,64.074,67.195,28.385
2146,7/3/22,21:15,64.503,63.304,64.686,30.654
2147,7/3/22,21:30,64.033,63.604,64.328,32.428
2148,7/3/22,21:45,62.661,62.661,63.826,31.72
2149,7/3/22,22:00,62.319,62.962,63.171,33.655
2150,7/3/22,22:15,61.934,62.447,62.953,32.335
2151,7/3/22,22:30,61.891,62.704,62.823,33.207
2152,7/3/22,22:45,62.191,62.919,62.901,34.937
2153,7/3/22,23:00,61.891,62.447,62.76,33.916
2154,7/3/22,23:15,61.891,62.661,62.717,33.513
2155,7/3/22,23:30,61.419,62.148,62.326,33.643
2156,7/3/22,23:45,61.59,61.462,62.433,32.934
2157,7/4/22,0:00,61.633,62.019,62.629,32.114
2158,7/4/22,0:15,61.419,61.761,62.224,32.793
2159,7/4/22,0:30,61.119,61.333,62.123,33.031
2160,7/4/22,0:45,61.891,61.506,62.74,32.789
2161,7/4/22,1:00,61.72,61.977,62.451,32.966
2162,7/4/22,1:15,61.59,61.59,62.301,32.76
2163,7/4/22,1:30,60.861,60.433,61.428,35.86
2164,7/4/22,1:45,61.506,61.848,62.206,34.142
2165,7/4/22,2:00,62.019,62.233,62.703,35.364
2166,7/4/22,2:15,61.633,61.376,62.571,37.974
2167,7/4/22,2:30,61.633,61.032,62.461,39.527
2168,7/4/22,2:45,61.29,61.248,62.114,41.144
2169,7/4/22,3:00,60.904,60.174,61.983,42.713
2170,7/4/22,3:15,61.462,61.248,62.215,41.761
2171,7/4/22,3:30,61.59,61.547,62.161,40.833
2172,7/4/22,3:45,61.075,60.474,62.017,42.383
2173,7/4/22,4:00,60.132,58.755,60.935,44.248
2174,7/4/22,4:15,61.032,59.788,61.515,43.693
2175,7/4/22,4:30,60.433,60.003,60.859,44.805
2176,7/4/22,4:45,60.991,60.69,61.587,42.573
2177,7/4/22,5:00,61.162,61.205,61.781,42.589
2178,7/4/22,5:15,58.498,59.099,59.14,45.489
2179,7/4/22,5:30,58.066,58.842,57.929,47.288
2180,7/4/22,5:45,58.885,59.272,58.566,46.639
2181,7/4/22,6:00,58.152,57.074,59.126,47.346
2182,7/4/22,6:15,60.517,60.474,60.179,46.351
2183,7/4/22,6:30,62.834,62.748,61.678,44.053
2184,7/4/22,6:45,66.943,68.056,65.565,38.848
2185,7/4/22,7:00,64.845,67.028,64.521,39.15
2186,7/4/22,7:15,67.543,68.099,65.462,38.81
2187,7/4/22,7:30,70.286,72.567,68.923,34.719
2188,7/4/22,7:45,70.93,73.515,68.531,35.274
2189,7/4/22,8:00,72.567,75.942,70.345,33.333
2190,7/4/22,8:15,71.577,76.854,70.115,33.458
2191,7/4/22,8:30,74.034,77.378,72.237,31.279
2192,7/4/22,8:45,71.661,75.594,70.592,32.479
2193,7/4/22,9:00,72.696,75.42,70.785,32.2
2194,7/4/22,9:15,66.772,70.029,65.791,37.169
2195,7/4/22,9:30,72.221,75.853,70.299,32.677
2196,7/4/22,9:45,76.464,80.404,73.27,29.871
2197,7/4/22,10:00,72.912,78.251,69.705,33.085
2198,7/4/22,10:15,79.612,82.13,74.786,28.544
2199,7/4/22,10:30,77.203,82.441,74.97,28.074
2200,7/4/22,10:45,74.77,82.575,73.618,29.087
2201,7/4/22,11:00,75.508,83.377,74.579,28.122
2202,7/4/22,11:15,72.696,79.524,71.832,30.262
2203,7/4/22,11:30,74.295,80.58,73.159,29.128
2204,7/4/22,11:45,74.381,82.175,73.067,29.331
2205,7/4/22,12:00,79.216,84.272,74.858,28.078
2206,7/4/22,12:15,80.051,86.527,75.394,27.643
2207,7/4/22,12:30,81.909,88.763,75.987,27.269
2208,7/4/22,12:45,74.683,81.066,72.19,29.999
2209,7/4/22,13:00,74.295,82.042,71.253,30.95
2210,7/4/22,13:15,78.777,86.754,74.473,28.133
2211,7/4/22,13:30,81.642,82.62,74.766,27.822
2212,7/4/22,13:45,85.127,91.076,77.392,25.881
2213,7/4/22,14:00,79.128,83.332,73.701,28.327
2214,7/4/22,14:15,84.272,90.703,76.354,26.613
2215,7/4/22,14:30,85.802,93.992,77.536,25.074
2216,7/4/22,14:45,83.914,91.636,75.814,26.151
2217,7/4/22,15:00,81.466,89.132,73.121,28.161
2218,7/4/22,15:15,77.945,88.259,71.031,30.385
2219,7/4/22,15:30,71.577,80.668,67.586,34.084
2220,7/4/22,15:45,72.394,79.612,67.779,33.938
2221,7/4/22,16:00,77.072,83.556,69.969,31.875
2222,7/4/22,16:15,74.511,82.042,69.274,32.528
2223,7/4/22,16:30,72.783,75.767,68.378,33.243
2224,7/4/22,16:45,73.818,76.986,68.662,32.686
2225,7/4/22,17:00,69.814,74.424,66.659,35.309
2226,7/4/22,17:15,65.745,70.201,63.705,38.921
2227,7/4/22,17:30,67.456,74.511,64.747,38.236
2228,7/4/22,17:45,68.4,74.727,64.999,37.954
2229,7/4/22,18:00,69.213,74.727,65.516,37.797
2230,7/4/22,18:15,66.344,69.471,64.652,39.397
2231,7/4/22,18:30,67.456,69.6,65.062,40.076
2232,7/4/22,18:45,66.385,69.771,64.101,41.253
2233,7/4/22,19:00,65.188,66.429,63.725,43.441
2234,7/4/22,19:15,63.304,63.648,62.514,45.171
2235,7/4/22,19:30,63.219,63.775,62.674,45.104
2236,7/4/22,19:45,62.704,63.518,62.224,45.132
2237,7/4/22,20:00,61.934,63.304,61.452,45.696
2238,7/4/22,20:15,62.533,63.433,62.456,44.749
2239,7/4/22,20:30,62.148,63.133,62.161,45.199
2240,7/4/22,20:45,62.49,63.819,62.688,44.984
2241,7/4/22,21:00,58.411,59.616,58.924,46.705
2242,7/4/22,21:15,57.204,58.455,57.36,47.826
2243,7/4/22,21:30,59.185,59.702,59.049,47.559
2244,7/4/22,21:45,59.445,61.075,60.067,46.78
2245,7/4/22,22:00,57.074,57.85,57.2,49.7
2246,7/4/22,22:15,58.109,58.842,58.6,49.044
2247,7/4/22,22:30,58.023,58.971,58.365,49.981
2248,7/4/22,22:45,58.885,57.549,59.166,50.449
2249,7/4/22,23:00,59.572,59.529,60.053,50.576
2250,7/4/22,23:15,59.616,60.003,60.208,49.712
2251,7/4/22,23:30,59.873,59.486,60.309,48.289
2252,7/4/22,23:45,58.885,60.132,59.347,48.547
2253,7/5/22,0:00,56.469,57.636,56.709,51.646
2254,7/5/22,0:15,58.411,57.636,58.658,49.085
2255,7/5/22,0:30,59.486,59.702,59.875,46.964
2256,7/5/22,0:45,59.486,60.132,59.792,46.87
2257,7/5/22,1:00,57.247,57.16,57.843,49.178
2258,7/5/22,1:15,56.122,56.642,56.442,51.316
2259,7/5/22,1:30,54.648,54.212,55.294,52.555
2260,7/5/22,1:45,55.125,53.515,55.353,53.475
2261,7/5/22,2:00,56.165,54.865,56.674,51.724
2262,7/5/22,2:15,56.426,54.995,57.061,50.929
2263,7/5/22,2:30,56.944,55.863,57.447,51.531
2264,7/5/22,2:45,57.333,56.34,57.9,51.051
2265,7/5/22,3:00,57.85,56.383,58.258,50.762
2266,7/5/22,3:15,58.066,55.992,58.411,49.9
2267,7/5/22,3:30,57.979,55.602,58.348,49.918
2268,7/5/22,3:45,59.142,57.376,59.295,48.396
2269,7/5/22,4:00,59.185,58.971,59.792,47.218
2270,7/5/22,4:15,59.014,59.014,59.68,47.164
2271,7/5/22,4:30,59.142,59.401,59.706,47.353
2272,7/5/22,4:45,58.152,58.239,58.537,48.74
2273,7/5/22,5:00,59.099,59.142,59.324,48.002
2274,7/5/22,5:15,59.401,59.873,59.677,47.945
2275,7/5/22,5:30,58.928,59.315,59.373,47.929
2276,7/5/22,5:45,60.089,60.474,59.815,47.141
2277,7/5/22,6:00,60.089,60.775,60.076,46.566
2278,7/5/22,6:15,58.626,58.928,58.474,48.754
2279,7/5/22,6:30,58.669,59.873,58.397,48.893
2280,7/5/22,6:45,58.239,59.486,57.954,49.644
2281,7/5/22,7:00,59.916,60.174,59.227,48.132
2282,7/5/22,7:15,65.615,67.329,63.054,43.308
2283,7/5/22,7:30,68.785,72.567,67.161,38.021
2284,7/5/22,7:45,62.704,64.288,61.882,44.913
2285,7/5/22,8:00,61.891,63.176,60.467,46.198
2286,7/5/22,8:15,68.313,68.527,64.71,41.306
2287,7/5/22,8:30,67.158,67.071,63.667,42.705
2288,7/5/22,8:45,64.974,68.099,63.909,41.592
2289,7/5/22,9:00,64.76,68.056,62.841,43.04
2290,7/5/22,9:15,64.674,68.443,63.234,42.499
2291,7/5/22,9:30,66.258,69.3,63.711,41.546
2292,7/5/22,9:45,71.834,72.523,66.162,39.101
2293,7/5/22,10:00,69.213,71.533,64.974,40.793
2294,7/5/22,10:15,69.471,72.351,66.254,39.416
2295,7/5/22,10:30,68.698,71.92,66.076,39.464
2296,7/5/22,10:45,63.819,70.158,62.668,43.571
2297,7/5/22,11:00,61.633,68.4,59.961,47.57
2298,7/5/22,11:15,65.658,70.63,63.16,43.226
2299,7/5/22,11:30,70.029,76.55,65.795,39.582
2300,7/5/22,11:45,69.557,71.834,65.433,40.233
2301,7/5/22,12:00,70.587,74.856,65.838,39.628
2302,7/5/22,12:15,68.484,75.247,65.005,40.703
2303,7/5/22,12:30,65.145,72.61,62.866,43.384
2304,7/5/22,12:45,68.313,72.523,63.277,43.436
2305,7/5/22,13:00,70.974,80.008,65.565,40.655
2306,7/5/22,13:15,70.93,79.084,65.269,40.945
2307,7/5/22,13:30,69.901,78.777,64.594,41.83
2308,7/5/22,13:45,68.999,80.625,64.053,42.483
2309,7/5/22,14:00,73.386,77.77,64.821,41.773
2310,7/5/22,14:15,72.178,80.802,64.81,42.109
2311,7/5/22,14:30,72.955,78.121,64.218,42.995
2312,7/5/22,14:45,73.213,78.296,64.425,43.699
2313,7/5/22,15:00,76.246,81.023,66.765,40.426
2314,7/5/22,15:15,71.62,81.997,64.035,43.391
2315,7/5/22,15:30,69.427,69.858,62.065,45.922
2316,7/5/22,15:45,71.447,73.386,62.514,46.07
2317,7/5/22,16:00,74.597,76.681,64.922,41.489
2318,7/5/22,16:15,67.329,68.742,60.395,48.408
2319,7/5/22,16:30,69.771,69.942,61.25,47.065
2320,7/5/22,16:45,77.421,75.247,64.512,43.732
2321,7/5/22,17:00,71.92,74.034,64.204,43.264
2322,7/5/22,17:15,66.429,66.043,59,50.741
2323,7/5/22,17:30,68.871,73.386,63.522,45.353
2324,7/5/22,17:45,61.761,67.842,57.76,53.341
2325,7/5/22,18:00,60.604,67.158,57.277,55.222
2326,7/5/22,18:15,63.775,65.23,59.671,52.959
2327,7/5/22,18:30,59.358,64.459,56.935,58.488
2328,7/5/22,18:45,56.079,58.885,53.562,62.469
2329,7/5/22,19:00,57.636,56.165,54.489,61.225
2330,7/5/22,19:15,62.533,59.099,58.865,55.651
2331,7/5/22,19:30,63.475,59.616,59.464,52.854
2332,7/5/22,19:45,55.819,56.772,53.812,62.336
2333,7/5/22,20:00,56.34,55.776,54.851,62.872
2334,7/5/22,20:15,53.559,54.343,52.722,68.556
2335,7/5/22,20:30,52.509,53.341,51.825,70.565
2336,7/5/22,20:45,51.984,53.121,51.453,74.07
2337,7/5/22,21:00,53.341,53.035,52.882,72.987
2338,7/5/22,21:15,53.298,53.209,53.726,70.565
2339,7/5/22,21:30,50.709,51.678,51.062,74.553
2340,7/5/22,21:45,50.621,51.721,50.952,74.774
2341,7/5/22,22:00,48.85,50.002,49.015,76.89
2342,7/5/22,22:15,49.604,50.576,49.586,80.536
2343,7/5/22,22:30,51.105,51.809,51.039,88.527
2344,7/5/22,22:45,51.193,52.641,51.343,92.041
2345,7/5/22,23:00,50.488,52.072,50.815,92.511
2346,7/5/22,23:15,50.445,51.633,50.855,92.718
2347,7/5/22,23:30,49.782,51.148,50.315,92.331
2348,7/5/22,23:45,50.047,51.148,50.542,89.224
2349,7/6/22,0:00,51.589,52.203,51.906,81.54
2350,7/6/22,0:15,51.017,52.335,51.656,81.099
2351,7/6/22,0:30,50.18,51.37,50.479,82.263
2352,7/6/22,0:45,50.092,51.325,50.184,84.691
2353,7/6/22,1:00,49.028,50.047,49.363,84.686
2354,7/6/22,1:15,49.649,50.356,49.793,84.967
2355,7/6/22,1:30,47.871,48.182,47.887,87.41
2356,7/6/22,1:45,48.315,48.583,49.658,83.066
2357,7/6/22,2:00,50.268,50.576,50.545,81.636
2358,7/6/22,2:15,55.038,54.648,55.69,64.778
2359,7/6/22,2:30,45.806,46.661,47.395,79.361
2360,7/6/22,2:45,48.672,48.672,49.195,79.85
2361,7/6/22,3:00,48.182,48.004,48.34,84.265
2362,7/6/22,3:15,48.493,48.717,48.654,87.619
2363,7/6/22,3:30,47.064,48.182,47.516,86.322
2364,7/6/22,3:45,45.941,46.616,45.99,90.848
2365,7/6/22,4:00,47.736,48.094,47.97,87.204
2366,7/6/22,4:15,47.377,48.272,47.806,86.279
2367,7/6/22,4:30,47.736,48.227,47.853,87.265
2368,7/6/22,4:45,48.405,49.604,48.814,86.285
2369,7/6/22,5:00,48.493,49.87,48.949,87.037
2370,7/6/22,5:15,48.85,50.135,49.136,87.236
2371,7/6/22,5:30,48.717,50.488,49.064,89.139
2372,7/6/22,5:45,49.471,50.576,49.21,88.089
2373,7/6/22,6:00,52.817,56.251,52.288,79.997
2374,7/6/22,6:15,52.291,55.342,51.874,78.354
2375,7/6/22,6:30,55.863,55.558,53.195,75.737
2376,7/6/22,6:45,55.038,59.83,54.378,75.608
2377,7/6/22,7:00,58.755,60.046,55.13,78.338
2378,7/6/22,7:15,57.117,57.549,54.306,79.171
2379,7/6/22,7:30,56.165,58.066,53.476,80.94
2380,7/6/22,7:45,54.777,57.893,53.539,81.006
2381,7/6/22,8:00,53.865,57.204,52.095,82.666
2382,7/6/22,8:15,53.645,57.893,51.134,86.217
2383,7/6/22,8:30,57.204,60.561,53.379,81.227
2384,7/6/22,8:45,56.34,61.032,53.301,80.621
2385,7/6/22,9:00,54.691,60.775,52.939,79.814
2386,7/6/22,9:15,52.597,59.83,49.908,83.992
2387,7/6/22,9:30,57.506,60.775,53.267,78.045
2388,7/6/22,9:45,66.344,62.447,58.287,66.004
2389,7/6/22,10:00,63.648,68.999,60.375,60.424
2390,7/6/22,10:15,62.962,63.604,58.035,64.761
2391,7/6/22,10:30,61.891,67.627,57.501,64.556
2392,7/6/22,10:45,65.403,66.214,59.889,61.215
2393,7/6/22,11:00,63.347,66.943,59.097,63.481
2394,7/6/22,11:15,60.39,65.444,57.205,66.81
2395,7/6/22,11:30,61.376,65.916,57.398,67.239
2396,7/6/22,11:45,60.26,66.643,56.761,69.25
2397,7/6/22,12:00,61.248,68.313,57.799,66.584
2398,7/6/22,12:15,59.529,67.158,56.548,68.818
2399,7/6/22,12:30,62.148,69.685,58.224,66.424
2400,7/6/22,12:45,63.133,68.4,59.875,62.034
2401,7/6/22,13:00,60.904,72.567,59.662,64.248
2402,7/6/22,13:15,65.574,72.437,61.632,59.562
2403,7/6/22,13:30,64.459,70.372,59.275,62.159
2404,7/6/22,13:45,61.462,69.942,57.438,66.316
2405,7/6/22,14:00,63.219,71.361,58.437,64.175
2406,7/6/22,14:15,66.087,70.243,59.252,62.466
2407,7/6/22,14:30,64.674,76.114,61.448,57.647
2408,7/6/22,14:45,63.262,71.661,58.258,62.911
2409,7/6/22,15:00,64.418,74.034,59.493,61.938
2410,7/6/22,15:15,63.005,77.639,60.521,60.024
2411,7/6/22,15:30,71.06,73.904,61.534,58.599
2412,7/6/22,15:45,69.17,78.427,63.252,54.881
2413,7/6/22,16:00,67.971,75.42,60.748,58.46
2414,7/6/22,16:15,66.772,74.381,61.48,57.411
2415,7/6/22,16:30,73.342,70.716,60.618,59.248
2416,7/6/22,16:45,68.484,68.828,59.203,60.433
2417,7/6/22,17:00,65.102,72.912,60.237,56.612
2418,7/6/22,17:15,62.875,69.256,59.247,60.012
2419,7/6/22,17:30,60.346,69.427,58.879,62.335
2420,7/6/22,17:45,67.885,70.459,60.786,59.66
2421,7/6/22,18:00,62.447,67.885,58.6,62.275
2422,7/6/22,18:15,67.842,64.931,59.72,61.993
2423,7/6/22,18:30,57.506,63.946,54.783,69.606
2424,7/6/22,18:45,53.035,56.642,50.677,76.445
2425,7/6/22,19:00,56.122,55.213,53.465,68.888
2426,7/6/22,19:15,53.427,53.908,51.481,72.992
2427,7/6/22,19:30,54.169,53.427,52.313,74.363
2428,7/6/22,19:45,53.82,52.86,52.259,75.145
2429,7/6/22,20:00,52.115,52.86,50.907,79.091
2430,7/6/22,20:15,52.86,52.16,51.472,78.773
2431,7/6/22,20:30,53.908,52.246,52.54,77.107
2432,7/6/22,20:45,53.472,51.984,52.302,76.878
2433,7/6/22,21:00,55.168,53.515,53.625,74.742
2434,7/6/22,21:15,54.516,53.602,53.803,74.569
2435,7/6/22,21:30,52.992,52.772,53.051,76.133
2436,7/6/22,21:45,50.445,51.589,51.019,80.952
2437,7/6/22,22:00,50.135,51.458,50.864,81.859
2438,7/6/22,22:15,50.797,52.246,51.283,81.712
2439,7/6/22,22:30,51.062,52.641,51.496,80.713
2440,7/6/22,22:45,50.886,52.246,51.472,79.825
2441,7/6/22,23:00,49.914,51.105,50.864,80.726
